multinet_genr multinet_aggr muxviz_genr muxviz_aggr py3plex_genr py3plex_aggr pymnet_genr pymnet_aggr layer_size
0.722 0.863 0.935 0.144 0.018735885620117188 0.002084970474243164 0.5460610389709473 0.0027151107788085938 2
2.476 2.367 0.85 0.042 0.06259894371032715 0.011725902557373047 3.019826889038086 0.02141118049621582 5
5.25 4.619 1.174 0.031 0.16640210151672363 0.03868508338928223 11.891739845275879 0.0699460506439209 10
11.234 8.284 1.573 0.041 0.866196870803833 0.1345970630645752 47.558659076690674 0.2156810760498047 20
32.143 13.155 3.043 0.153 7.218461036682129 0.8893322944641113 324.5593340396881 0.9969782829284668 50
66.165 14.62 5.74 0.884 29.144099950790405 2.8434410095214844 0.0 0.0 100
147.103 16.924 13.04 6.842 125.14942502975464 14.758902788162231 0.0 0.0 200
7650.335 76.354 53.547 0.0 0.0 0.0 0.0 0.0 500
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1000
