multinet_genr multinet_degr muxviz_genr muxviz_degr netmem_genr netmem_degr py3plex_genr py3plex_degr pymnet_genr pymnet_degr layer_size
0.659 0.026 0.601 0.016 0.767 0.228 0.014179229736328125 0.0005409717559814453 0.5118699073791504 0.0007040500640869141 2
2.153 0.068 0.81 0.021 1.906 1.033 0.04918694496154785 0.0022580623626708984 3.0118510723114014 0.00673985481262207 5
4.911 0.141 1.159 0.038 3.688 3.151 0.15207600593566895 0.006682157516479492 11.910407066345215 0.017364978790283203 10
10.947 0.321 1.581 0.095 7.397 0.0 0.8065750598907471 0.027591228485107422 47.270374059677124 0.03443598747253418 20
30.516 0.882 0.0 0.0 0.0 0.0 6.937464237213135 0.16029691696166992 328.04703187942505 0.09865903854370117 50
66.147 1.928 0.0 0.0 0.0 0.0 29.167509078979492 0.6437880992889404 0.0 0.0 100
146.491 4.3 0.0 0.0 0.0 0.0 122.52797675132751 4.973644018173218 0.0 0.0 200
718.911 136.163 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 500
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1000
